date,state,total_cases,total_deaths,total_tests,daily_positive_7day_ma,daily_deaths_7day_ma,daily_tests_7day_ma,positivity_rate_orig_7day_ma,positivity_rate_7day_ma,prevalence_ratio_mean,prevalence_ratio_lower,prevalence_ratio_upper,rt_mean,new_infected_mean,new_infected_lower,new_infected_upper,current_infected_mean,current_infected_lower,current_infected_upper,perc_current_infected_mean,perc_current_infected_lower,perc_current_infected_upper,total_infected_mean,total_infected_lower,total_infected_upper,perc_total_infected_mean,perc_total_infected_lower,perc_total_infected_upper
2020-09-12,NJ,196337,16021,3141235,370,5.28571,25169.7,0.0147002,0.0147002,2.69151,1.79434,4.03726,1.15397,1396.67,931.114,2095.01,17700.9,11800.6,26551.4,0.00199286,0.00132857,0.00298929,1.71345e+06,1.1423e+06,2.57018e+06,0.192909,0.128606,0.289363
2020-09-13,NJ,196634,16026,3168530,368,5.42857,23746.1,0.0154973,0.0154973,2.70732,1.80488,4.06098,1.18219,1464.72,976.479,2197.08,18182.3,12121.6,27273.5,0.00204706,0.0013647,0.00307058,1.71492e+06,1.14328e+06,2.57237e+06,0.193074,0.128716,0.28961
2020-09-14,NJ,196968,16030,3189970,368.286,5.71429,19348.9,0.019034,0.019034,2.78093,1.85395,4.17139,1.20529,1542.04,1028.02,2313.05,18711.4,12474.2,28067,0.00210662,0.00140441,0.00315992,1.71646e+06,1.14431e+06,2.57469e+06,0.193247,0.128831,0.289871
2020-09-15,NJ,197404,16039,3212311,391,6.28571,20223.6,0.0193339,0.0193339,2.7841,1.85606,4.17614,1.2219,1621.53,1081.02,2432.3,19285.4,12856.9,28928.1,0.00217124,0.0014475,0.00325686,1.71808e+06,1.14539e+06,2.57712e+06,0.19343,0.128953,0.290145
2020-09-16,NJ,197792,16048,3234972,400.286,6.42857,20546.1,0.0194823,0.0194823,2.78415,1.8561,4.17623,1.22904,1707.69,1138.46,2561.53,19912.4,13274.9,29868.5,0.00224183,0.00149455,0.00336275,1.71979e+06,1.14653e+06,2.57968e+06,0.193622,0.129081,0.290433
2020-09-17,NJ,198361,16051,3265818,421,6.14286,21737.7,0.0193673,0.0193673,2.77892,1.85261,4.16837,1.22348,1751.65,1167.77,2627.48,20557,13704.7,30835.5,0.00231441,0.00154294,0.00347161,1.72154e+06,1.14769e+06,2.58231e+06,0.193819,0.129213,0.290729
2020-09-18,NJ,198848,16055,3291916,422.857,5.42857,21590,0.0195858,0.0195858,2.78039,1.85359,4.17058,1.20807,1795.64,1197.1,2693.46,21214.3,14142.8,31821.4,0.0023884,0.00159227,0.00358261,1.72334e+06,1.14889e+06,2.585e+06,0.194021,0.129348,0.291032
2020-09-19,NJ,199309,16058,3292377,424.571,5.28571,21591.7,0.0196636,0.0196636,2.77904,1.85269,4.16856,1.19018,1841.74,1227.83,2762.61,21883.8,14589.2,32825.7,0.00246378,0.00164252,0.00369567,1.72518e+06,1.15012e+06,2.58777e+06,0.194229,0.129486,0.291343
2020-09-20,NJ,199762,16061,3352791,446.857,5,26323,0.0169759,0.0169759,2.72117,1.81411,4.08176,1.16603,1863.46,1242.31,2795.19,22554.3,15036.2,33831.4,0.00253927,0.00169285,0.00380891,1.72704e+06,1.15136e+06,2.59056e+06,0.194439,0.129626,0.291658
2020-09-21,NJ,200154,16063,3353183,455.143,4.71429,23316.1,0.0195205,0.0195205,2.77049,1.84699,4.15574,1.14481,1908.43,1272.29,2862.65,23251.9,15501.3,34877.9,0.00261782,0.00174521,0.00392672,1.72895e+06,1.15263e+06,2.59342e+06,0.194653,0.129769,0.29198
2020-09-22,NJ,200580,16070,3397649,453.714,4.42857,26476.9,0.0171363,0.0171363,2.71926,1.81284,4.07889,1.12922,1960.05,1306.7,2940.08,23991.6,15994.4,35987.4,0.00270109,0.00180072,0.00405163,1.73091e+06,1.15394e+06,2.59636e+06,0.194874,0.129916,0.292311
2020-09-23,NJ,200988,16078,3422747,456.571,4.28571,26825,0.0170204,0.0170204,2.71421,1.80947,4.07131,1.11863,1978.83,1319.22,2968.24,24737.6,16491.7,37106.4,0.00278508,0.00185672,0.00417762,1.73289e+06,1.15526e+06,2.59933e+06,0.195097,0.130065,0.292645
2020-09-24,NJ,201552,16087,3451804,455.857,5.14286,26569.4,0.0171572,0.0171572,2.71447,1.80964,4.0717,1.11646,2036.34,1357.56,3054.51,25515.6,17010.4,38273.3,0.00287267,0.00191511,0.004309,1.73492e+06,1.15662e+06,2.60239e+06,0.195326,0.130217,0.292989
2020-09-25,NJ,202100,16093,3478711,464.571,5.42857,26685,0.0174095,0.0174095,2.71709,1.81139,4.07564,1.1199,2081.01,1387.34,3121.51,26293.3,17528.9,39440,0.00296023,0.00197349,0.00444034,1.73701e+06,1.158e+06,2.60551e+06,0.19556,0.130374,0.293341
2020-09-26,NJ,202850,16099,3512568,505.857,5.85714,31455.9,0.0160815,0.0160815,2.68671,1.79114,4.03007,1.12002,2137.9,1425.27,3206.85,27087.7,18058.5,40631.6,0.00304966,0.00203311,0.0045745,1.73914e+06,1.15943e+06,2.60871e+06,0.195801,0.130534,0.293702
2020-09-27,NJ,203548,16105,3513266,540.857,6.28571,22925,0.0235925,0.0235925,2.82877,1.88585,4.24315,1.12175,2222.72,1481.81,3334.08,27913.8,18609.2,41870.6,0.00314267,0.00209511,0.004714,1.74137e+06,1.16091e+06,2.61205e+06,0.196051,0.130701,0.294077
2020-09-28,NJ,204107,16103,3566304,564.714,5.71429,30445.9,0.0185481,0.0185481,2.73221,1.82148,4.09832,1.12215,2259.14,1506.09,3388.71,28708.2,19138.8,43062.3,0.00323211,0.00215474,0.00484816,1.74362e+06,1.16242e+06,2.61544e+06,0.196306,0.13087,0.294459
2020-09-29,NJ,204563,16113,3566760,569,6.14286,24158.7,0.0235526,0.0235526,2.82215,1.88144,4.23323,1.12162,2280.38,1520.25,3420.57,29446.5,19631,44169.8,0.00331523,0.00221015,0.00497285,1.74591e+06,1.16394e+06,2.61886e+06,0.196562,0.131042,0.294844
2020-09-30,NJ,205275,16122,3613032,612.429,6.28571,27183.6,0.0225294,0.0225294,2.80123,1.86749,4.20185,1.12288,2318.4,1545.6,3477.6,30143.4,20095.6,45215.1,0.00339369,0.00226246,0.00509053,1.74822e+06,1.16548e+06,2.62234e+06,0.196823,0.131216,0.295235
2020-10-01,NJ,205889,16127,3613646,619.571,5.71429,23120.3,0.0267977,0.0267977,2.87075,1.91383,4.30612,1.12519,2369.75,1579.84,3554.63,30805.5,20537,46208.2,0.00346823,0.00231215,0.00520234,1.75059e+06,1.16706e+06,2.62589e+06,0.19709,0.131394,0.295635
2020-10-02,NJ,206629,16131,3672127,647,5.42857,27630.9,0.0234158,0.0234158,2.81107,1.87405,4.21661,1.12993,2474.06,1649.38,3711.1,31527.9,21018.6,47291.8,0.00354956,0.00236637,0.00532434,1.75307e+06,1.16871e+06,2.6296e+06,0.197369,0.131579,0.296053
2020-10-03,NJ,207576,16135,3673074,675.143,5.14286,22929.4,0.0294444,0.0294444,2.9063,1.93754,4.35946,1.14117,2550.7,1700.47,3826.05,32282.9,21522,48424.4,0.00363457,0.00242305,0.00545185,1.75562e+06,1.17041e+06,2.63343e+06,0.197656,0.131771,0.296484
2020-10-04,NJ,208202,16136,3734094,664.857,4.42857,31546.9,0.0210752,0.0210752,2.76407,1.84271,4.1461,1.15705,2622.87,1748.58,3934.31,33064.1,22042.7,49596.1,0.00372251,0.00248167,0.00558377,1.75824e+06,1.17216e+06,2.63736e+06,0.197951,0.131968,0.296927
2020-10-05,NJ,208713,16138,3758058,658,5,27393.4,0.0240204,0.0240204,2.81286,1.87524,4.21929,1.17574,2723.72,1815.81,4085.58,33924.3,22616.2,50886.5,0.00381936,0.00254624,0.00572905,1.76096e+06,1.17398e+06,2.64145e+06,0.198258,0.132172,0.297387
2020-10-06,NJ,209342,16147,3758687,682.714,4.85714,27418.1,0.0249001,0.0249001,2.82473,1.88315,4.23709,1.19393,2840.17,1893.45,4260.26,34856.1,23237.4,52284.1,0.00392426,0.00261618,0.0058864,1.7638e+06,1.17587e+06,2.64571e+06,0.198578,0.132385,0.297867
2020-10-07,NJ,209850,16152,3781810,653.571,4.28571,24111.1,0.0271066,0.0271066,2.8575,1.905,4.28626,1.2105,3031.35,2020.9,4547.02,35927.4,23951.6,53891,0.00404488,0.00269658,0.00606731,1.76684e+06,1.17789e+06,2.65025e+06,0.198919,0.132613,0.298378
2020-10-08,NJ,211148,16160,3842667,751.286,4.71429,32717.3,0.022963,0.022963,2.78652,1.85768,4.17977,1.22496,3160.97,2107.31,4741.46,37109.5,24739.7,55664.3,0.00417797,0.00278531,0.00626695,1.77e+06,1.18e+06,2.655e+06,0.199275,0.13285,0.298912
2020-10-09,NJ,212013,16164,3878988,769.143,4.71429,29551.6,0.0260271,0.0260271,2.83446,1.88964,4.25169,1.2327,3253.41,2168.94,4880.11,38326.6,25551,57489.9,0.00431499,0.00287666,0.00647249,1.77325e+06,1.18217e+06,2.65988e+06,0.199641,0.133094,0.299462
2020-10-10,NJ,212877,16171,3914021,757.286,5.14286,34421,0.0220007,0.0220007,2.76457,1.84305,4.14685,1.24071,3391.17,2260.78,5086.75,39636.7,26424.5,59455.1,0.0044625,0.002975,0.00669374,1.77664e+06,1.18443e+06,2.66496e+06,0.200023,0.133349,0.300034
2020-10-11,NJ,213628,16174,3914772,775.143,5.42857,25811.1,0.0300313,0.0300313,2.89022,1.92681,4.33532,1.24374,3554.25,2369.5,5331.38,41053.1,27368.7,61579.6,0.00462195,0.0030813,0.00693293,1.7802e+06,1.1868e+06,2.67029e+06,0.200423,0.133615,0.300635
2020-10-12,NJ,214097,16175,3971597,769.143,5.28571,30505.6,0.0252132,0.0252132,2.8129,1.87527,4.21935,1.24494,3725.62,2483.75,5588.43,42556,28370.6,63834,0.00479116,0.00319411,0.00718674,1.78392e+06,1.18928e+06,2.67588e+06,0.200843,0.133895,0.301264
2020-10-13,NJ,215085,16182,3972585,820.429,5,30556.9,0.0268492,0.0268492,2.83601,1.89067,4.25401,1.24515,3965.73,2643.82,5948.59,44262.6,29508.4,66393.8,0.00498329,0.0033222,0.00747494,1.78789e+06,1.19192e+06,2.68183e+06,0.201289,0.134193,0.301934
2020-10-14,NJ,216023,16191,4036867,881.857,5.57143,36436.7,0.0242024,0.0242024,2.79104,1.86069,4.18656,1.24222,4055.24,2703.49,6082.86,46037.4,30691.6,69056.1,0.00518312,0.00345541,0.00777467,1.79194e+06,1.19463e+06,2.68791e+06,0.201746,0.134497,0.302618
2020-10-15,NJ,216994,16197,4070357,835.143,5.28571,32527.1,0.0256753,0.0256753,2.812,1.87467,4.218,1.23422,4230.9,2820.6,6346.35,47949.9,31966.6,71924.9,0.00539843,0.00359896,0.00809765,1.79617e+06,1.19745e+06,2.69426e+06,0.202222,0.134815,0.303333
2020-10-16,NJ,217804,16202,4101399,827.286,5.42857,31773,0.0260374,0.0260374,2.81495,1.87664,4.22243,1.23227,4414.04,2942.7,6621.06,49994.2,33329.5,74991.3,0.00562859,0.00375239,0.00844289,1.80059e+06,1.20039e+06,2.70088e+06,0.202719,0.135146,0.304078
2020-10-17,NJ,218738,16204,4135796,837.286,4.71429,31682.1,0.0264277,0.0264277,2.81828,1.87886,4.22743,1.22271,4561.97,3041.31,6842.95,52082.1,34721.4,78123.2,0.00586366,0.0039091,0.00879548,1.80515e+06,1.20343e+06,2.70772e+06,0.203232,0.135488,0.304849
2020-10-18,NJ,220013,16211,4137071,912.143,5.28571,31757,0.0287226,0.0287226,2.85022,1.90015,4.27533,1.21668,4740.93,3160.62,7111.4,54272.3,36181.6,81408.5,0.00611024,0.0040735,0.00916536,1.80989e+06,1.20659e+06,2.71484e+06,0.203766,0.135844,0.305649
2020-10-19,NJ,221205,16214,4217705,1015.43,5.57143,35158.3,0.0288816,0.0288816,2.84973,1.89982,4.27459,1.21272,4928.46,3285.64,7392.69,56577.9,37718.6,84866.9,0.00636982,0.00424655,0.00955473,1.81482e+06,1.20988e+06,2.72223e+06,0.204321,0.136214,0.306482
2020-10-20,NJ,222193,16227,4235300,1015.43,6.42857,37530.7,0.0270559,0.0270559,2.8197,1.8798,4.22955,1.21145,5025.08,3350.05,7537.62,58879.3,39252.9,88318.9,0.00662892,0.00441928,0.00994337,1.81984e+06,1.21323e+06,2.72977e+06,0.204887,0.136591,0.30733
2020-10-21,NJ,223223,16245,4264123,1028.57,7.71429,32465.1,0.0316823,0.0316823,2.88408,1.92272,4.32612,1.21895,5315.42,3543.61,7973.13,61354.5,40903,92031.8,0.00690759,0.00460506,0.0103614,1.82516e+06,1.21677e+06,2.73774e+06,0.205485,0.13699,0.308228
2020-10-22,NJ,224385,16263,4297612,1055.86,9.42857,32465,0.0325229,0.0325229,2.89278,1.92852,4.33917,1.2382,5565.29,3710.2,8347.94,63888.5,42592.3,95832.7,0.00719287,0.00479525,0.0107893,1.83072e+06,1.22048e+06,2.74609e+06,0.206112,0.137408,0.309168
2020-10-23,NJ,225430,16273,4337985,1089.43,10.1429,33798,0.0322335,0.0322335,2.88587,1.92392,4.32881,1.25729,5845.65,3897.1,8768.47,66573.1,44382.1,99859.7,0.00749513,0.00499675,0.0112427,1.83657e+06,1.22438e+06,2.75486e+06,0.20677,0.137847,0.310155
2020-10-24,NJ,227339,16281,4339894,1228.71,11,29156.9,0.0421415,0.0421415,3.00959,2.0064,4.51439,1.28682,6293.43,4195.62,9440.15,69613.2,46408.8,104420,0.00783739,0.00522493,0.0117561,1.84286e+06,1.22858e+06,2.7643e+06,0.207479,0.138319,0.311218
2020-10-25,NJ,228468,16285,4385882,1207.86,10.5714,35544.4,0.0339816,0.0339816,2.90363,1.93576,4.35545,1.31957,6684.6,4456.4,10026.9,72906.6,48604.4,109360,0.00820818,0.00547212,0.0123123,1.84955e+06,1.23303e+06,2.77432e+06,0.208231,0.138821,0.312347
2020-10-26,NJ,229684,16292,4455234,1211.29,11.1429,33932.7,0.0356967,0.0356967,2.92314,1.94876,4.38471,1.34977,7170.44,4780.29,10755.7,76522.8,51015.2,114784,0.00861531,0.00574354,0.012923,1.85672e+06,1.23781e+06,2.78508e+06,0.209038,0.139359,0.313558
2020-10-27,NJ,231331,16306,4484813,1305.43,11.2857,35644.7,0.0366233,0.0366233,2.93201,1.95467,4.39801,1.38125,7760.3,5173.54,11640.5,80557.5,53705,120836,0.00906955,0.00604637,0.0136043,1.86448e+06,1.24299e+06,2.79672e+06,0.209912,0.139941,0.314868
2020-10-28,NJ,232997,16324,4523611,1396.29,11.2857,37069.7,0.0376665,0.0376665,2.94213,1.96142,4.41319,1.40241,8379.33,5586.22,12569,84971.1,56647.4,127457,0.00956646,0.00637764,0.0143497,1.87286e+06,1.24857e+06,2.80929e+06,0.210855,0.14057,0.316283
2020-10-29,NJ,234547,16332,4572531,1451.71,9.85714,39274.1,0.0369636,0.0369636,2.93029,1.95352,4.39543,1.40942,9008.12,6005.42,13512.2,89924,59949.3,134886,0.0101241,0.00674938,0.0151861,1.88187e+06,1.25458e+06,2.8228e+06,0.21187,0.141246,0.317804
2020-10-30,NJ,236523,16339,4574507,1584.71,9.42857,33788.9,0.0469005,0.0469005,3.04453,2.02968,4.56679,1.40719,9715.37,6476.91,14573.1,95408.4,63605.6,143113,0.0107415,0.00716103,0.0161123,1.89158e+06,1.26105e+06,2.83737e+06,0.212963,0.141976,0.319445
2020-10-31,NJ,237886,16350,4656106,1506.71,9.85714,45173.1,0.0333542,0.0333542,2.87018,1.91345,4.30526,1.3913,10218.4,6812.25,15327.6,101213,67475.2,151819,0.011395,0.00759668,0.0170925,1.9018e+06,1.26787e+06,2.8527e+06,0.214114,0.142743,0.321171
2020-11-01,NJ,239629,16354,4657849,1594.43,9.85714,38852.4,0.0410381,0.0410381,2.97082,1.98055,4.45624,1.36006,10703.5,7135.7,16055.3,107354,71569.6,161032,0.0120865,0.00805765,0.0181297,1.9125e+06,1.275e+06,2.86876e+06,0.215319,0.143546,0.322978
2020-11-02,NJ,240997,16357,4721797,1616.14,9.28571,38080.4,0.0424402,0.0424402,2.98413,1.98942,4.47619,1.32463,11173.2,7448.77,16759.7,113787,75857.7,170680,0.0128106,0.00854043,0.019216,1.92368e+06,1.28245e+06,2.88552e+06,0.216577,0.144385,0.324865
2020-11-03,NJ,242825,16375,4766659,1642,9.85714,40263.7,0.0407811,0.0407811,2.96164,1.97442,4.44245,1.28097,11559.1,7706.04,17338.6,120417,80278.1,180626,0.0135571,0.0090381,0.0203357,1.93524e+06,1.29016e+06,2.90285e+06,0.217878,0.145252,0.326817
2020-11-04,NJ,245257,16391,4769091,1751.43,9.57143,35068.6,0.049943,0.049943,3.06082,2.04055,4.59123,1.23713,11801.7,7867.81,17702.6,127194,84795.9,190791,0.0143201,0.00954673,0.0214801,1.94704e+06,1.29803e+06,2.92056e+06,0.219207,0.146138,0.32881
2020-11-05,NJ,247219,16403,4818052,1810.29,10.1429,35074.4,0.0516127,0.0516127,3.075,2.05,4.61251,1.19688,12091.8,8061.19,18137.7,133970,89313.5,200955,0.015083,0.0100553,0.0226245,1.95913e+06,1.30609e+06,2.93869e+06,0.220568,0.147046,0.330852
2020-11-06,NJ,249380,16416,4863436,1836.71,11,41275.6,0.0444988,0.0444988,2.99504,1.99669,4.49255,1.1612,12285,8190.01,18427.5,140690,93793.3,211035,0.0158396,0.0105597,0.0237593,1.97141e+06,1.31428e+06,2.95712e+06,0.221951,0.147968,0.332927
2020-11-07,NJ,252582,16425,4963630,2099.43,10.7143,43932,0.0477881,0.0477881,3.02792,2.01862,4.54188,1.1315,12494.2,8329.48,18741.3,147338,98225.7,221008,0.0165881,0.0110587,0.0248821,1.98391e+06,1.32261e+06,2.97586e+06,0.223358,0.148905,0.335037
2020-11-08,NJ,254595,16429,4965643,2138,10.7143,43970.6,0.0486234,0.0486234,3.03363,2.02242,4.55044,1.10944,12685.9,8457.24,19028.8,153731,102487,230596,0.0173078,0.0115385,0.0259617,1.99659e+06,1.33106e+06,2.99489e+06,0.224786,0.149858,0.337179
2020-11-09,NJ,256653,16440,5037287,2236.57,11.8571,45070,0.0496244,0.0496244,3.03377,2.02251,4.55065,1.08966,12788.8,8525.88,19183.2,159835,106557,239753,0.017995,0.0119967,0.0269925,2.00938e+06,1.33959e+06,3.01408e+06,0.226226,0.150817,0.339339
2020-11-10,NJ,260430,16461,5041064,2515,12.2857,39200.7,0.064157,0.064157,3.17993,2.11996,4.7699,1.07077,13002.4,8668.29,19503.7,165667,110445,248501,0.0186516,0.0124344,0.0279774,2.02239e+06,1.34826e+06,3.03358e+06,0.22769,0.151793,0.341535
2020-11-11,NJ,263495,16476,5084793,2605.43,12.1429,45100.3,0.0577697,0.0577697,3.10849,2.07232,4.66273,1.05423,13026.5,8684.32,19539.7,170933,113956,256400,0.0192445,0.0128297,0.0288668,2.03541e+06,1.35694e+06,3.05312e+06,0.229157,0.152771,0.343735
2020-11-12,NJ,266986,16495,5124598,2823.86,13.1429,43792.3,0.064483,0.064483,3.17562,2.11708,4.76344,1.03827,13054.3,8702.86,19581.4,175608,117072,263412,0.0197708,0.0131806,0.0296562,2.04847e+06,1.36564e+06,3.0727e+06,0.230626,0.153751,0.345939
2020-11-13,NJ,270383,16522,5169231,3000.43,15.1429,43685,0.0686833,0.0686833,3.20958,2.13972,4.81436,1.02368,12883.3,8588.89,19325,179483,119656,269225,0.0202071,0.0134714,0.0303107,2.06135e+06,1.37423e+06,3.09203e+06,0.232077,0.154718,0.348115
2020-11-14,NJ,274736,16548,5210727,3164.86,17.5714,35299.6,0.0896571,0.0896571,3.37774,2.25182,5.0666,1.00714,12820.1,8546.74,19230.2,182588,121725,273882,0.0205567,0.0137044,0.030835,2.07417e+06,1.38278e+06,3.11126e+06,0.23352,0.15568,0.35028
2020-11-15,NJ,279274,16566,5339070,3525.57,19.5714,53346.7,0.0660879,0.0660879,3.08815,2.05877,4.63222,0.998269,12817.3,8544.9,19226,185187,123458,277781,0.0208493,0.0138995,0.0312739,2.08699e+06,1.39132e+06,3.13048e+06,0.234963,0.156642,0.352445
2020-11-16,NJ,281493,16580,5341289,3548.57,20,43428.9,0.08171,0.08171,3.30724,2.20483,4.96086,0.988957,12785.7,8523.81,19178.6,187269,124846,280904,0.0210837,0.0140558,0.0316255,2.09977e+06,1.39985e+06,3.14966e+06,0.236403,0.157602,0.354604
2020-11-17,NJ,285519,16618,5374691,3584.14,22.4286,47661,0.0752007,0.0752007,3.21375,2.1425,4.82063,0.982305,12525.5,8350.31,18788.2,188622,125748,282932,0.0212359,0.0141573,0.0318539,2.1123e+06,1.4082e+06,3.16845e+06,0.237813,0.158542,0.356719
2020-11-18,NJ,289562,16655,5466148,3723.86,25.5714,54479.3,0.0683536,0.0683536,3.08689,2.05793,4.63034,,,,,,,,,,,,,,,,
2020-11-19,NJ,293744,16689,5470330,3822.57,27.7143,49390.3,0.0773952,0.0773952,3.2059,2.13727,4.80886,,,,,,,,,,,,,,,,
2020-11-20,NJ,297370,16712,5517700,3855.29,27.1429,49781.3,0.0774445,0.0774445,3.19857,2.13238,4.79786,,,,,,,,,,,,,,,,
2020-11-21,NJ,302039,16746,5567342,3900.43,28.2857,50945,0.0765616,0.0765616,3.17623,2.11749,4.76435,,,,,,,,,,,,,,,,
2020-11-22,NJ,306007,16761,5621149,3819,27.8571,40297,0.0947713,0.0947713,3.38256,2.25504,5.07384,,,,,,,,,,,,,,,,
2020-11-23,NJ,309588,16772,5675266,4013.57,27.4286,47711,0.0841226,0.0841226,3.26107,2.17405,4.89161,,,,,,,,,,,,,,,,
2020-11-24,NJ,313863,16819,5725579,4049.14,28.7143,50126.9,0.0807779,0.0807779,3.20635,2.13757,4.80952,,,,,,,,,,,,,,,,
2020-11-25,NJ,317905,16886,5827339,4049,33,51598.7,0.0784709,0.0784709,3.17033,2.11355,4.75549,,,,,,,,,,,,,,,,
2020-11-26,NJ,322378,16925,5831812,4090.57,33.7143,51640.3,0.0792128,0.0792128,3.17205,2.1147,4.75807,,,,,,,,,,,,,,,,
2020-11-27,NJ,326473,16942,5835907,4157.57,32.8571,45458.1,0.0914593,0.0914593,3.32568,2.21712,4.98852,,,,,,,,,,,,,,,,
2020-11-28,NJ,330275,16965,5943584,4033.71,31.2857,53748.9,0.0750474,0.0750474,3.113,2.07533,4.6695,,,,,,,,,,,,,,,,
2020-11-29,NJ,334114,16978,5947423,4015.29,31,46610.6,0.0861454,0.0861454,3.26568,2.17712,4.89851,,,,,,,,,,,,,,,,
2020-11-30,NJ,337304,16993,6086496,3959.43,31.5714,58747.1,0.0673978,0.0673978,3.00344,2.00229,4.50516,,,,,,,,,,,,,,,,
2020-12-01,NJ,341910,17083,6091102,4006.71,37.7143,52217.6,0.0767311,0.0767311,3.12983,2.08656,4.69475,,,,,,,,,,,,,,,,
2020-02-22,NM,0,0,0,,,,,,,,,,7.07143,4.71429,10.6071,7.07143,4.71429,10.6071,3.37244e-06,2.24829e-06,5.05866e-06,7.07143,4.71429,10.6071,3.37244e-06,2.24829e-06,5.05866e-06
2020-02-23,NM,0,0,0,,,,,,,,,,9.25,6.16667,13.875,16.3214,10.881,24.4821,7.78386e-06,5.18924e-06,1.16758e-05,16.3214,10.881,24.4821,7.78386e-06,5.18924e-06,1.16758e-05
2020-02-24,NM,0,0,0,,,,,,,,,,13.5476,9.03175,20.3214,29.869,19.9127,44.8036,1.42449e-05,9.49658e-06,2.13673e-05,29.869,19.9127,44.8036,1.42449e-05,9.49658e-06,2.13673e-05
2020-02-25,NM,0,0,0,,,,,,,,,,15.5179,10.3452,23.2768,45.3869,30.2579,68.0804,2.16455e-05,1.44303e-05,3.24682e-05,45.3869,30.2579,68.0804,2.16455e-05,1.44303e-05,3.24682e-05
2020-02-26,NM,0,0,0,,,,,,,,,,17.8,11.8667,26.7,63.1869,42.1246,94.7804,3.01345e-05,2.00897e-05,4.52018e-05,63.1869,42.1246,94.7804,3.01345e-05,2.00897e-05,4.52018e-05
2020-02-27,NM,0,0,0,,,,,,,,,,20.5,13.6667,30.75,83.6869,55.7913,125.53,3.99112e-05,2.66074e-05,5.98668e-05,83.6869,55.7913,125.53,3.99112e-05,2.66074e-05,5.98668e-05
2020-02-28,NM,0,0,0,,,,,,,,,,23.9082,15.9388,35.8622,107.595,71.73,161.393,5.13132e-05,3.42088e-05,7.69698e-05,107.595,71.73,161.393,5.13132e-05,3.42088e-05,7.69698e-05
2020-02-29,NM,0,0,0,,,,,,,,,,29.5306,19.6871,44.2959,137.126,91.4171,205.689,6.53967e-05,4.35978e-05,9.8095e-05,137.126,91.4171,205.689,6.53967e-05,4.35978e-05,9.8095e-05
2020-03-01,NM,0,0,0,,,,,,,,,,35.551,23.7007,53.3265,172.677,115.118,259.015,8.23514e-05,5.49009e-05,0.000123527,172.677,115.118,259.015,8.23514e-05,5.49009e-05,0.000123527
2020-03-02,NM,0,0,0,,,,,,,,,,40.4694,26.9796,60.7041,213.146,142.097,319.719,0.000101652,6.77678e-05,0.000152477,213.146,142.097,319.719,0.000101652,6.77678e-05,0.000152477
2020-03-03,NM,0,0,0,,,,,,,,,,48.4388,32.2925,72.6582,261.585,174.39,392.377,0.000124753,8.31684e-05,0.000187129,261.585,174.39,392.377,0.000124753,8.31684e-05,0.000187129
2020-03-04,NM,0,0,0,,,,,,,,,,54.4694,36.3129,81.7041,316.054,210.703,474.081,0.00015073,0.000100486,0.000226094,316.054,210.703,474.081,0.00015073,0.000100486,0.000226094
2020-03-05,NM,0,0,0,,,,,,,,,,59.898,39.932,89.8469,375.952,250.635,563.928,0.000179296,0.00011953,0.000268943,375.952,250.635,563.928,0.000179296,0.00011953,0.000268943
2020-03-06,NM,0,0,0,,,,,,,,,,65.8061,43.8707,98.7092,441.758,294.506,662.637,0.000210679,0.000140453,0.000316019,441.758,294.506,662.637,0.000210679,0.000140453,0.000316019
2020-03-07,NM,0,0,0,,,,,,,,,,73.1327,48.7551,109.699,514.891,343.261,772.336,0.000245557,0.000163705,0.000368335,514.891,343.261,772.336,0.000245557,0.000163705,0.000368335
2020-03-08,NM,0,0,0,,,,,,,,,,79.6224,53.0816,119.434,587.442,391.628,881.163,0.000280157,0.000186772,0.000420236,594.513,396.342,891.77,0.00028353,0.00018902,0.000425295
2020-03-09,NM,0,0,0,,,,,,,,,,87.6735,58.449,131.51,665.865,443.91,998.798,0.000317558,0.000211706,0.000476337,682.187,454.791,1023.28,0.000325342,0.000216895,0.000488013
2020-03-10,NM,3,0,90,0.428571,,12.8571,0.0333333,0.0333333,16.5,11,24.75,1.72428,98.5204,65.6803,147.781,750.838,500.559,1126.26,0.000358083,0.000238722,0.000537124,780.707,520.472,1171.06,0.000372328,0.000248218,0.000558491
2020-03-11,NM,5,0,160,0.714286,,22.8571,0.03125,0.03125,16,10.6667,24,1.72172,116.194,77.4626,174.291,851.514,567.676,1277.27,0.000406096,0.000270731,0.000609144,896.901,597.934,1345.35,0.000427742,0.000285161,0.000641613
2020-03-12,NM,10,0,200,1.42857,,28.5714,0.05,0.05,15.5,10.3333,23.25,1.7347,130.48,86.9864,195.719,964.194,642.796,1446.29,0.000459834,0.000306556,0.000689751,1027.38,684.921,1541.07,0.000489969,0.000326646,0.000734953
2020-03-13,NM,10,0,247,1.42857,,35.2857,0.0404858,0.0404858,15,10,22.5,1.72919,144.5,96.3333,216.75,1088.19,725.463,1632.29,0.000518971,0.000345981,0.000778457,1171.88,781.254,1757.82,0.000558882,0.000372588,0.000838324
2020-03-14,NM,13,0,495,1.85714,,70.7143,0.0262626,0.0262626,14.5,9.66667,21.75,1.70596,156.867,104.578,235.301,1221.15,814.102,1831.73,0.000582381,0.000388254,0.000873571,1328.75,885.832,1993.12,0.000633694,0.000422463,0.000950541
